8, 8, 27, 125, pa2-debug-e-calreadings.txt
   -2.29,    -5.91, -1499.99
   -2.07,    -5.32, -1349.99
   -2.40,   144.09, -1500.58
   -2.17,   144.68, -1350.58
  147.70,    -5.81, -1500.22
  147.93,    -5.21, -1350.22
  147.60,   144.19, -1500.81
  147.83,   144.78, -1350.81
   99.26,    93.62, -1401.19
  101.28,   101.56, -1151.32
   99.44,   343.50, -1409.13
  101.46,   351.43, -1159.26
  349.26,    93.38, -1403.20
  351.27,   101.32, -1153.34
  349.43,   343.26, -1411.14
  351.45,   351.19, -1161.27
  101.80,    99.73,    98.75
  100.24,   106.53,   223.55
  101.83,   108.40,   348.44
  100.17,   225.98,    98.51
   99.12,   234.01,   223.07
  102.69,   237.44,   345.10
   97.91,   350.85,    97.02
  100.55,   354.97,   220.93
  103.85,   359.33,   342.10
  232.46,    98.88,   101.01
  230.63,   101.73,   226.62
  226.18,   104.21,   348.74
  229.47,   225.31,    97.91
  226.59,   230.27,   222.28
  228.59,   234.46,   343.91
  223.22,   349.28,    92.00
  223.91,   356.42,   216.99
  231.55,   361.41,   341.88
  359.82,    97.40,   101.41
  361.42,    98.24,   227.52
  354.44,   102.22,   349.92
  359.45,   223.43,    96.53
  359.01,   224.63,   221.56
  355.65,   227.90,   344.92
  353.06,   349.31,    88.18
  351.12,   351.51,   214.76
  354.15,   353.99,   341.12
    6.76,     4.43, -1499.98
    6.09,     3.99, -1349.98
    8.07,   154.43, -1499.53
    7.39,   153.98, -1349.53
  156.76,     3.12, -1499.31
  156.08,     2.68, -1349.31
  158.06,   153.12, -1498.86
  157.39,   152.67, -1348.86
  107.03,   101.78, -1272.44
  103.53,    98.35, -1022.49
  107.23,   351.76, -1269.00
  103.73,   348.33, -1019.05
  357.01,   101.54, -1268.93
  353.50,    98.10, -1018.98
  357.21,   351.51, -1265.50
  353.70,   348.08, -1015.55
   98.44,   102.68,   225.85
   98.15,    99.28,   351.04
   97.83,    94.60,   478.23
   96.27,   230.58,   230.20
   97.76,   228.80,   352.48
   97.77,   223.55,   478.00
   96.75,   351.33,   232.77
   97.40,   350.59,   353.88
   96.33,   349.10,   477.77
  228.57,    99.22,   230.95
  222.15,    96.55,   353.39
  218.86,    92.96,   478.38
  223.45,   228.04,   231.42
  223.42,   227.16,   352.97
  224.02,   223.49,   476.41
  220.34,   354.42,   231.23
  225.99,   354.49,   355.93
  228.12,   352.89,   480.88
  359.11,    96.98,   233.96
  349.89,    96.10,   356.41
  343.37,    93.83,   478.97
  355.54,   223.40,   232.84
  350.19,   221.96,   356.08
  346.29,   220.12,   479.37
  347.08,   350.26,   231.17
  348.58,   348.24,   357.38
  349.44,   348.17,   482.27
  -12.07,    -6.69, -1499.94
  -10.86,    -6.02, -1349.94
  -11.07,   143.30, -1500.61
   -9.86,   143.97, -1350.62
  137.92,    -7.70, -1501.14
  139.13,    -7.03, -1351.15
  138.92,   142.29, -1501.82
  140.13,   142.96, -1351.82
   92.60,    94.36, -1151.24
   97.85,    98.06,  -901.32
   96.54,   344.30, -1155.02
  101.79,   348.00,  -905.10
  342.51,    90.34, -1156.43
  347.76,    94.04,  -906.51
  346.45,   340.28, -1160.21
  351.70,   343.98,  -910.29
   99.98,   102.11,   349.20
  102.38,   100.05,   476.23
  103.82,    98.57,   605.21
  101.72,   231.59,   347.96
  104.94,   229.32,   473.01
  105.01,   225.53,   602.51
  103.90,   353.78,   347.00
  106.41,   355.26,   470.76
  106.28,   355.87,   598.50
  224.25,    97.10,   348.88
  223.57,    96.29,   473.45
  227.82,    94.90,   601.59
  227.42,   227.52,   345.94
  230.85,   226.76,   469.20
  233.03,   223.80,   596.22
  231.65,   354.69,   346.04
  237.06,   355.87,   471.08
  235.83,   356.30,   596.92
  352.29,    94.45,   349.25
  348.26,    95.00,   471.66
  350.75,    93.34,   595.46
  354.63,   220.15,   346.26
  353.12,   221.06,   469.57
  354.73,   221.16,   594.15
  354.33,   346.23,   344.62
  357.91,   348.58,   469.59
  359.49,   353.01,   593.91
   -4.68,     4.36, -1499.99
   -4.21,     3.92, -1349.99
   -3.32,   154.35, -1499.56
   -2.85,   153.91, -1349.56
  145.32,     3.00, -1500.46
  145.78,     2.56, -1350.46
  146.68,   152.99, -1500.03
  147.14,   152.55, -1350.03
   98.57,   103.34, -1025.29
  103.13,   100.66,  -775.35
   93.83,   353.28, -1022.52
   98.38,   350.59,  -772.57
  348.49,   108.14, -1029.79
  353.04,   105.45,  -779.85
  343.74,   358.08, -1027.02
  348.30,   355.39,  -777.07
  100.53,    99.91,   476.02
  102.17,    96.22,   604.92
  103.91,    94.35,   733.63
   98.05,   228.78,   475.49
   98.18,   222.77,   605.16
   96.82,   217.99,   736.92
   93.73,   353.85,   474.92
   94.42,   352.69,   603.02
   93.85,   351.64,   733.29
  221.74,   100.99,   472.62
  226.20,    97.12,   600.97
  233.63,    94.23,   730.68
  224.57,   231.59,   471.07
  226.78,   226.13,   598.23
  227.21,   220.92,   729.06
  225.90,   360.73,   475.29
  224.49,   358.58,   601.28
  218.50,   356.27,   729.07
  346.34,   104.14,   470.66
  348.99,   100.10,   594.67
  356.45,    96.30,   719.85
  346.92,   230.55,   471.05
  348.80,   228.43,   595.73
  352.71,   226.32,   722.60
  347.25,   358.46,   473.62
  348.70,   360.45,   598.01
  348.60,   362.48,   724.12
   -6.71,    -4.72, -1499.98
   -6.04,    -4.24, -1349.98
   -6.76,   145.28, -1500.45
   -6.09,   145.75, -1350.45
  143.29,    -4.67, -1500.65
  143.96,    -4.20, -1350.65
  143.24,   145.33, -1501.12
  143.91,   145.80, -1351.12
   95.00,    97.68,  -901.65
   98.21,   100.51,  -651.69
   98.83,   347.63,  -904.53
  102.04,   350.47,  -654.57
  344.95,    93.81,  -904.82
  348.16,    96.64,  -654.85
  348.78,   343.76,  -907.70
  351.99,   346.60,  -657.74
   98.46,    96.50,   604.21
   98.88,    96.47,   732.87
  102.04,    97.77,   857.58
  100.17,   223.10,   602.24
   97.87,   220.30,   734.03
   98.76,   222.29,   862.12
  102.32,   353.30,   598.20
  100.06,   353.90,   728.28
   98.60,   356.76,   855.62
  222.45,    91.91,   601.73
  229.12,    91.23,   731.25
  233.05,    93.67,   855.82
  228.46,   220.56,   596.30
  228.36,   217.41,   727.16
  227.56,   219.01,   859.36
  232.09,   353.05,   597.16
  225.56,   352.91,   724.88
  221.83,   353.32,   855.71
  345.49,    89.51,   595.99
  352.33,    87.95,   721.04
  355.86,    92.52,   845.07
  350.21,   217.04,   594.66
  353.69,   216.73,   721.51
  356.14,   219.05,   850.97
  355.79,   348.98,   594.77
  355.45,   353.11,   720.87
  357.22,   353.73,   852.64
    5.30,     1.26, -1499.99
    4.77,     1.13, -1349.99
    6.04,   151.26, -1499.86
    5.51,   151.13, -1349.86
  155.30,     0.52, -1499.46
  154.77,     0.40, -1349.46
  156.03,   150.52, -1499.33
  155.50,   150.40, -1349.33
  106.00,   224.99, -1400.32
  101.30,   225.48, -1150.37
  111.45,   474.93, -1400.71
  106.75,   475.42, -1150.76
  355.89,   219.55, -1395.62
  351.20,   220.04, -1145.67
  361.34,   469.49, -1396.01
  356.65,   469.98, -1146.06
   98.26,   226.43,   101.84
   94.85,   231.26,   226.27
   95.56,   231.26,   348.56
   98.14,   351.17,   103.58
   98.25,   352.14,   227.22
   98.37,   353.04,   348.34
  101.11,   475.01,   104.19
  101.61,   472.92,   228.05
  100.02,   474.11,   348.33
  227.38,   223.75,   104.06
  222.01,   225.69,   228.22
  221.15,   226.65,   349.71
  222.94,   348.06,   101.18
  221.80,   351.96,   226.23
  226.66,   353.81,   350.96
  223.72,   471.41,   101.47
  223.93,   475.01,   227.46
  228.38,   477.48,   352.41
  357.95,   219.59,   105.50
  354.37,   217.98,   230.44
  348.04,   218.32,   353.52
  352.78,   345.76,   100.28
  348.99,   344.78,   226.94
  349.41,   344.44,   353.10
  350.13,   469.94,    98.81
  346.59,   469.87,   226.50
  349.59,   470.38,   353.30
   -7.13,     4.46, -1499.98
   -6.42,     4.01, -1349.98
   -6.52,   154.45, -1499.53
   -5.80,   154.01, -1349.54
  142.87,     3.84, -1500.69
  143.58,     3.40, -1350.69
  143.48,   153.84, -1500.25
  144.19,   153.39, -1350.25
   96.09,   230.05, -1275.56
  104.10,   228.37, -1025.69
   97.72,   480.04, -1273.93
  105.72,   478.36, -1024.06
  345.96,   228.48, -1283.58
  353.97,   226.80, -1033.71
  347.58,   478.47, -1281.95
  355.59,   476.79, -1032.08
   97.95,   233.26,   226.41
  104.05,   232.68,   348.42
  109.20,   228.70,   473.33
   99.61,   354.21,   228.07
  105.49,   354.98,   349.26
  110.03,   354.85,   473.12
  101.20,   474.89,   229.65
  105.24,   475.99,   350.12
  108.58,   478.74,   473.25
  225.25,   229.42,   223.09
  229.78,   229.41,   344.72
  234.87,   226.83,   467.91
  222.93,   355.69,   221.76
  233.13,   356.59,   346.55
  240.27,   355.94,   471.55
  223.35,   478.72,   223.91
  232.95,   480.36,   348.70
  238.82,   481.52,   474.04
  357.71,   223.69,   219.83
  357.02,   222.91,   343.22
  357.17,   222.05,   466.56
  349.94,   350.59,   216.95
  355.61,   349.01,   343.29
  360.96,   349.50,   468.23
  345.84,   475.59,   217.40
  353.80,   475.05,   344.18
  360.78,   476.54,   469.19
    3.17,    -8.62, -1499.97
    2.86,    -7.76, -1349.97
    2.67,   141.38, -1500.83
    2.35,   142.24, -1350.84
  153.17,    -8.11, -1499.66
  152.86,    -7.25, -1349.66
  152.67,   141.89, -1500.52
  152.35,   142.75, -1350.52
  102.50,   216.84, -1149.48
  102.25,   225.16,  -899.62
  102.20,   466.71, -1157.80
  101.95,   475.02,  -907.94
  352.50,   217.16, -1149.24
  352.25,   225.47,  -899.38
  352.20,   467.02, -1157.56
  351.95,   475.33,  -907.70
  100.27,   229.46,   350.87
  101.85,   229.20,   476.09
  100.20,   227.66,   605.72
  101.37,   351.51,   347.74
  102.09,   354.94,   471.41
  100.56,   357.88,   599.14
  101.12,   472.28,   344.71
  100.71,   478.57,   467.34
   99.84,   485.55,   594.29
  225.94,   226.37,   350.17
  228.05,   227.76,   473.54
  228.72,   226.99,   600.75
  229.39,   353.60,   348.26
  233.28,   356.95,   473.29
  230.37,   359.54,   599.25
  229.15,   477.28,   346.57
  231.72,   482.34,   471.86
  227.57,   487.19,   598.36
  352.93,   219.94,   351.97
  350.26,   223.00,   475.25
  350.69,   225.35,   599.94
  352.11,   346.06,   348.33
  354.32,   350.69,   473.27
  354.34,   357.36,   597.64
  350.26,   472.02,   345.34
  353.98,   477.57,   470.48
  353.36,   484.85,   594.69
   -4.57,   -14.33, -1499.92
   -4.12,   -12.90, -1349.93
   -3.64,   135.66, -1501.36
   -3.18,   137.09, -1351.37
  145.42,   -15.27, -1500.37
  145.88,   -13.84, -1350.38
  146.36,   134.72, -1501.81
  146.81,   136.15, -1351.82
   97.76,   214.27, -1025.76
   92.61,   221.08,  -775.91
   93.44,   464.14, -1032.66
   88.29,   470.95,  -782.80
  347.67,   218.74, -1020.73
  342.52,   225.54,  -770.88
  343.35,   468.61, -1027.63
  338.20,   475.41,  -777.77
  100.28,   227.26,   476.31
   95.23,   224.38,   606.20
   88.69,   223.23,   737.99
   96.83,   352.61,   472.61
   92.14,   354.26,   600.43
   87.38,   356.88,   730.55
   91.95,   475.91,   469.19
   88.51,   481.95,   595.80
   86.06,   488.37,   724.73
  226.62,   229.18,   476.73
  224.06,   227.09,   604.12
  219.15,   225.28,   735.23
  228.58,   358.51,   477.66
  222.18,   359.70,   603.72
  210.94,   360.64,   731.67
  223.63,   483.91,   477.37
  216.02,   487.44,   604.06
  204.72,   490.41,   732.01
  348.79,   227.75,   481.44
  346.29,   228.91,   606.22
  345.34,   230.23,   733.51
  349.85,   355.79,   480.73
  346.48,   361.25,   605.18
  341.12,   366.43,   731.58
  346.20,   482.78,   479.20
  341.87,   488.70,   603.70
  334.85,   493.79,   729.98
   13.33,    14.21, -1499.87
   12.00,    12.79, -1349.89
   12.94,   164.20, -1498.46
   11.61,   162.78, -1348.47
  163.32,    14.58, -1498.54
  161.99,    13.16, -1348.55
  162.94,   164.58, -1497.12
  161.60,   163.15, -1347.13
  107.85,   233.51,  -895.18
  103.28,   228.05,  -645.28
  110.93,   483.43,  -889.67
  106.36,   477.98,  -639.78
  357.79,   230.33,  -890.68
  353.22,   224.88,  -640.78
  360.87,   480.25,  -885.17
  356.30,   474.80,  -635.27
   99.46,   222.22,   606.15
   94.81,   216.89,   738.08
   93.97,   216.52,   865.63
  101.47,   352.49,   604.70
   97.13,   350.45,   734.91
   94.19,   350.96,   861.88
  102.41,   480.74,   605.07
   99.37,   482.25,   734.21
   95.46,   483.39,   859.01
  227.85,   219.68,   602.37
  225.53,   213.85,   733.54
  222.69,   213.10,   865.78
  231.01,   352.31,   605.71
  222.15,   349.34,   733.67
  216.74,   347.08,   864.85
  229.75,   480.52,   609.98
  220.25,   479.83,   737.48
  215.70,   477.72,   865.21
  349.74,   216.36,   602.74
  351.09,   213.28,   729.81
  351.02,   213.21,   859.46
  355.03,   348.71,   605.39
  352.40,   349.90,   731.83
  352.07,   347.29,   864.29
  355.87,   476.85,   607.40
  351.58,   478.72,   733.62
  352.03,   475.40,   866.21
    2.72,   -14.99, -1499.92
    2.45,   -13.49, -1349.93
    2.76,   135.00, -1501.42
    2.49,   136.50, -1351.43
  152.72,   -15.03, -1499.65
  152.45,   -13.53, -1349.66
  152.76,   134.96, -1501.15
  152.49,   136.46, -1351.16
  101.43,   334.82, -1405.19
  103.84,   333.99, -1155.21
  106.81,   584.76, -1404.41
  109.22,   583.93, -1154.43
  351.36,   329.45, -1407.62
  353.77,   328.62, -1157.63
  356.74,   579.39, -1406.84
  359.15,   578.56, -1156.85
   95.03,   350.80,   102.87
   98.27,   349.82,   226.45
  101.96,   349.15,   347.61
   98.54,   474.61,   105.44
  102.20,   470.59,   229.16
  104.32,   470.30,   349.63
  105.75,   598.80,   107.39
  105.05,   594.62,   232.10
  104.53,   593.52,   351.28
  219.83,   346.98,    97.14
  221.71,   348.93,   222.09
  229.77,   348.67,   346.73
  221.04,   470.39,    99.33
  224.39,   472.06,   225.14
  232.29,   472.49,   350.13
  229.65,   594.27,   106.18
  229.26,   593.10,   231.53
  230.25,   594.11,   351.94
  349.84,   344.31,    92.75
  349.19,   341.35,   219.37
  352.65,   338.70,   345.53
  347.79,   468.42,    93.15
  347.08,   466.40,   220.74
  353.23,   464.61,   347.60
  351.38,   590.73,    99.41
  351.58,   589.51,   225.80
  354.52,   590.37,   349.83
   -5.92,     0.48, -1499.99
   -5.33,     0.43, -1349.99
   -5.53,   150.48, -1499.94
   -4.94,   150.43, -1349.94
  144.08,     0.09, -1500.58
  144.67,     0.04, -1350.58
  144.47,   150.09, -1500.53
  145.06,   150.04, -1350.54
   95.83,   350.84, -1273.60
   92.82,   357.58, -1023.71
   98.81,   600.73, -1280.30
   95.80,   607.47, -1030.41
  345.80,   347.94, -1270.51
  342.78,   354.68, -1020.61
  348.78,   597.84, -1277.21
  345.76,   604.57, -1027.32
   98.12,   353.17,   230.03
   98.07,   356.99,   351.10
   96.04,   360.37,   474.70
  100.50,   473.82,   227.86
   98.63,   477.94,   348.04
   95.69,   484.11,   470.49
  101.89,   598.10,   225.79
   97.65,   601.60,   344.83
   94.40,   607.25,   466.97
  221.73,   354.06,   229.24
  226.59,   358.96,   354.00
  228.06,   362.35,   479.07
  222.84,   476.98,   227.49
  227.04,   482.47,   352.34
  227.00,   487.57,   477.58
  226.23,   597.87,   229.05
  223.10,   603.76,   349.03
  219.14,   609.07,   471.70
  348.66,   347.82,   230.08
  349.13,   350.62,   356.22
  349.34,   355.47,   481.15
  345.46,   472.88,   226.61
  348.33,   476.55,   353.35
  349.67,   482.27,   478.42
  348.71,   595.92,   226.77
  347.84,   602.09,   350.50
  345.48,   607.29,   473.71
   10.54,    -7.49, -1499.94
