8, 6, 12, pa1-unknown-i-optpivot.txt
    9.09,    12.69, -1499.92
    8.18,    11.42, -1349.93
   10.83,   162.67, -1498.64
    9.92,   161.41, -1348.65
  159.07,    10.94, -1499.03
  158.16,     9.67, -1349.03
  160.82,   160.92, -1497.75
  159.91,   159.65, -1347.75
  359.38,   406.03, -1274.40
  311.53,   419.95, -1270.41
  263.67,   433.86, -1266.41
  358.01,   415.41, -1323.50
  310.16,   429.33, -1319.50
  262.30,   443.25, -1315.51
  -14.47,     9.11, -1499.90
  -13.03,     8.20, -1349.91
  -14.27,   159.11, -1498.99
  -12.82,   158.20, -1349.00
  135.52,     8.92, -1501.35
  136.97,     8.01, -1351.36
  135.72,   158.91, -1500.44
  137.17,   158.00, -1350.45
  355.37,   444.34, -1294.21
  335.29,   475.00, -1260.20
  315.20,   505.66, -1226.19
  368.46,   412.60, -1257.87
  348.37,   443.26, -1223.86
  328.29,   473.92, -1189.85
  -18.88,    -9.17, -1499.85
  -16.99,    -8.26, -1349.87
  -20.92,   140.81, -1500.74
  -19.04,   141.73, -1350.76
  131.10,    -7.14, -1501.75
  132.98,    -6.22, -1351.77
  129.05,   142.85, -1502.64
  130.94,   143.76, -1352.66
  393.75,   392.10, -1264.46
  428.72,   406.33, -1231.68
  463.69,   420.56, -1198.90
  420.69,   411.73, -1301.73
  455.66,   425.97, -1268.95
  490.63,   440.20, -1236.16
   -4.31,     5.57, -1499.98
   -3.88,     5.02, -1349.99
   -5.77,   155.57, -1499.42
   -5.34,   155.01, -1349.42
  145.68,     7.04, -1500.41
  146.11,     6.48, -1350.41
  144.22,   157.03, -1499.85
  144.65,   156.47, -1349.85
  368.79,   383.49, -1257.67
  367.71,   386.53, -1207.77
  366.63,   389.57, -1157.87
  402.11,   420.73, -1259.22
  401.04,   423.77, -1209.32
  399.96,   426.82, -1159.43
    9.47,    20.32, -1499.83
    8.53,    18.29, -1349.85
    8.94,   170.31, -1497.80
    8.00,   168.28, -1347.82
  159.47,    20.84, -1498.88
  158.52,    18.81, -1348.89
  158.94,   170.82, -1496.85
  157.99,   168.79, -1346.87
  393.46,   428.79, -1352.66
  407.20,   435.76, -1400.22
  420.94,   442.73, -1447.79
  436.02,   404.02, -1343.99
  449.76,   410.99, -1391.56
  463.50,   417.96, -1439.13
    7.60,     1.21, -1499.98
    6.84,     1.09, -1349.98
    9.12,   151.21, -1499.85
    8.36,   151.09, -1349.85
  157.59,    -0.31, -1499.22
  156.83,    -0.43, -1349.22
  159.11,   149.68, -1499.09
  158.35,   149.56, -1349.09
  430.42,   383.36, -1355.81
  469.53,   388.89, -1386.46
  508.65,   394.42, -1417.11
  457.19,   402.52, -1318.18
  496.31,   408.05, -1348.83
  535.42,   413.57, -1379.48
   19.79,    18.82, -1499.75
   17.81,    16.94, -1349.78
   18.56,   168.81, -1497.88
   16.58,   166.93, -1347.91
  169.77,    20.02, -1497.76
  167.79,    18.14, -1347.78
  168.54,   170.01, -1495.89
  166.57,   168.12, -1345.92
  418.52,   459.82, -1321.32
  434.10,   489.69, -1358.27
  449.68,   519.56, -1395.22
  428.94,   419.74, -1349.33
  444.52,   449.60, -1386.28
  460.10,   479.47, -1423.23
   10.12,     3.81, -1499.96
    9.11,     3.43, -1349.96
   10.83,   153.81, -1499.58
    9.81,   153.43, -1349.58
  160.12,     3.10, -1498.95
  159.10,     2.72, -1348.95
  160.82,   153.10, -1498.57
  159.81,   152.72, -1348.57
  379.96,   421.01, -1345.73
  359.35,   425.96, -1391.01
  338.73,   430.91, -1436.29
  388.34,   372.57, -1354.84
  367.73,   377.52, -1400.12
  347.11,   382.47, -1445.40
   -1.34,    22.10, -1499.84
   -1.21,    19.89, -1349.85
   -0.50,   172.08, -1497.63
   -0.36,   169.87, -1347.64
  148.66,    21.25, -1499.98
  148.79,    19.04, -1350.00
  149.50,   171.23, -1497.77
  149.64,   169.02, -1347.79
  421.92,   452.77, -1284.51
  456.84,   488.43, -1287.38
  491.77,   524.10, -1290.25
  438.22,   433.34, -1327.60
  473.15,   469.00, -1330.47
  508.07,   504.67, -1333.34
   10.91,    16.27, -1499.87
    9.82,    14.64, -1349.88
   10.20,   166.26, -1498.25
    9.11,   164.63, -1348.26
  160.90,    16.96, -1498.77
  159.81,    15.34, -1348.79
  160.19,   166.95, -1497.15
  159.10,   165.33, -1347.17
  371.40,   425.39, -1344.39
  352.55,   461.59, -1373.27
  333.70,   497.79, -1402.15
  394.44,   459.77, -1316.33
  375.59,   495.97, -1345.21
  356.73,   532.17, -1374.09
    8.63,   -13.81, -1499.91
    7.77,   -12.43, -1349.92
   10.09,   136.18, -1501.28
    9.22,   137.56, -1351.29
  158.62,   -15.25, -1499.03
  157.76,   -13.87, -1349.04
  160.08,   134.73, -1500.41
  159.21,   136.12, -1350.42
  351.21,   361.35, -1306.05
  302.43,   372.30, -1306.02
  253.64,   383.26, -1306.00
  362.03,   409.56, -1313.67
  313.25,   420.52, -1313.65
  264.46,   431.47, -1313.62
   16.00,   -12.92, -1499.86
   14.40,   -11.63, -1349.87
   18.08,   137.06, -1501.13
   16.48,   138.35, -1351.14
  165.97,   -14.99, -1498.24
  164.37,   -13.70, -1348.26
  168.06,   134.99, -1499.51
  166.46,   136.28, -1349.53
  385.92,   405.49, -1344.38
  366.77,   415.36, -1389.51
  347.62,   425.22, -1434.63
  402.66,   361.45, -1361.12
  383.52,   371.32, -1406.24
  364.37,   381.18, -1451.36
